accession_1,accession_2,y_true
WP_145923095.1,WP_088988822.1,0
WP_145923095.1,WP_073887759.1,0
WP_145923095.1,WP_130464304.1,0
WP_145923095.1,SHM40309.1,0
WP_145923095.1,WP_054022242.1,0
WP_145923095.1,OGB27210.1,0
WP_145923095.1,WP_116180173.1,0
WP_145923095.1,WP_084434874.1,0
WP_145923095.1,WP_110567505.1,0
WP_145923095.1,WP_101366623.1,0
WP_145923095.1,WP_117215036.1,0
WP_145923095.1,WP_124822775.1,0
WP_145923095.1,WP_091553551.1,0
WP_145923095.1,SDZ16714.1,0
WP_145923095.1,WP_091558835.1,0
BAK48590.1,WP_090538641.1,0
BAK48590.1,WP_092528534.1,0
BAK48590.1,WP_086668955.1,0
BAK48590.1,WP_110080872.1,0
BAK48590.1,PWW60275.1,0
BAK48590.1,WP_120326365.1,0
BAK48590.1,WP_107465080.1,0
BAK48590.1,SPF04022.1,0
BAK48590.1,WP_104115406.1,0
BAK48590.1,WP_104613137.1,0
BAK48590.1,WP_084578793.1,0
BAK48590.1,WP_111700265.1,0
BAK48590.1,WP_051808300.1,0
BAK48590.1,CBY05529.1,0
BAK48590.1,OPG10926.1,0
BAK48590.1,WP_143737449.1,0
BAK48590.1,WP_015787089.1,0
BAK48590.1,WP_124770494.1,0
BAK48590.1,WP_141569747.1,0
BAK48590.1,RZS34008.1,0
BAK48590.1,ADV92527.1,0
BAK48590.1,WP_132183354.1,0
BAK48590.1,WP_084400763.1,0
BAK48590.1,WP_123685830.1,0
BAK48590.1,TQL66274.1,0
BAK48590.1,WP_089021493.1,0
BAK48590.1,WP_116813002.1,0
BAK48590.1,WP_093954453.1,0
BAK48590.1,WP_083302694.1,0
BAK48590.1,KNX38636.1,0
BAK48590.1,WP_050671122.1,0
BAK48590.1,WP_112669767.1,0
BAK48590.1,WP_103503499.1,0
BAK48590.1,WP_091283529.1,0
BAK48590.1,WP_078844206.1,0
BAK48590.1,WP_075975245.1,0
BAK48590.1,WP_086784246.1,0
BAK48590.1,WP_109639600.1,0
BAK48590.1,WP_086849962.1,0
BAK48590.1,WP_093411427.1,0
BAK48590.1,WP_081971423.1,0
BAK48590.1,WP_130401777.1,0
BAK48590.1,WP_065917710.1,0
BAK48590.1,WP_075737041.1,0
BAK48590.1,WP_047194864.1,0
BAK48590.1,WP_045318561.1,0
BAK48590.1,WP_131056699.1,0
BAK48590.1,OKK16161.1,0
BAK48590.1,ADV92525.1,0
BAK48590.1,WP_083950838.1,0
BAK48590.1,CUM11140.1,0
BAK48590.1,AEV21261.1,0
BAK48590.1,WP_078759821.1,0
BAK48590.1,WP_139584963.1,0
BAK48590.1,WP_143590710.1,0
BAK48590.1,WP_013736455.1,0
BAK48590.1,WP_155388305.1,0
BAK48590.1,WP_141984372.1,0
BAK48590.1,WP_125191182.1,0
BAK48590.1,WP_085749752.1,0
BAK48590.1,GDY50131.1,0
BAK48590.1,WP_137976057.1,0
BAK48590.1,WP_082403176.1,0
BAK48590.1,WP_144126986.1,0
BAK48590.1,WP_132413760.1,0
BAK48590.1,WP_099848711.1,0
BAK48590.1,PIG53436.1,0
BAK48590.1,WP_132337032.1,0
BAK48590.1,WP_132386942.1,0
BAK48590.1,WP_082377728.1,0
BAK48590.1,KOX03277.1,0
BAK48590.1,CCH19814.1,0
BAK48590.1,WP_039906502.1,0
BAK48590.1,WP_088988822.1,0
BAK48590.1,WP_073887759.1,0
BAK48590.1,WP_130464304.1,0
BAK48590.1,SHM40309.1,0
BAK48590.1,WP_054022242.1,0
BAK48590.1,OGB27210.1,0
BAK48590.1,WP_116180173.1,0
BAK48590.1,WP_084434874.1,0
BAK48590.1,WP_110567505.1,0
BAK48590.1,WP_101366623.1,0
BAK48590.1,WP_117215036.1,0
BAK48590.1,WP_124822775.1,0
BAK48590.1,WP_091553551.1,0
BAK48590.1,SDZ16714.1,0
BAK48590.1,WP_091558835.1,0
WP_090538641.1,WP_092528534.1,0
WP_090538641.1,WP_086668955.1,0
WP_090538641.1,WP_110080872.1,0
WP_090538641.1,PWW60275.1,0
WP_090538641.1,WP_120326365.1,0
WP_090538641.1,WP_107465080.1,0
WP_090538641.1,SPF04022.1,0
WP_090538641.1,WP_104115406.1,0
WP_090538641.1,WP_104613137.1,0
WP_090538641.1,WP_084578793.1,0
WP_090538641.1,WP_111700265.1,0
WP_090538641.1,WP_051808300.1,0
WP_090538641.1,CBY05529.1,0
WP_090538641.1,OPG10926.1,0
WP_090538641.1,WP_143737449.1,0
WP_090538641.1,WP_015787089.1,0
WP_090538641.1,WP_124770494.1,0
WP_090538641.1,WP_141569747.1,0
WP_090538641.1,RZS34008.1,0
WP_090538641.1,ADV92527.1,0
WP_090538641.1,WP_132183354.1,0
WP_090538641.1,WP_084400763.1,0
WP_090538641.1,WP_123685830.1,0
WP_090538641.1,TQL66274.1,0
WP_090538641.1,WP_089021493.1,0
WP_090538641.1,WP_116813002.1,0
WP_090538641.1,WP_093954453.1,0
WP_090538641.1,WP_083302694.1,0
WP_090538641.1,KNX38636.1,0
WP_090538641.1,WP_050671122.1,0
WP_090538641.1,WP_112669767.1,0
WP_090538641.1,WP_103503499.1,0
WP_090538641.1,WP_091283529.1,0
WP_090538641.1,WP_078844206.1,0
WP_090538641.1,WP_075975245.1,0
WP_090538641.1,WP_086784246.1,0
WP_090538641.1,WP_109639600.1,0
WP_090538641.1,WP_086849962.1,0
WP_090538641.1,WP_093411427.1,0
WP_090538641.1,WP_081971423.1,0
WP_090538641.1,WP_130401777.1,0
WP_090538641.1,WP_065917710.1,0
WP_090538641.1,WP_075737041.1,0
WP_090538641.1,WP_047194864.1,0
WP_090538641.1,WP_045318561.1,0
WP_090538641.1,WP_131056699.1,0
WP_090538641.1,OKK16161.1,0
WP_090538641.1,ADV92525.1,0
WP_090538641.1,WP_083950838.1,0
WP_090538641.1,CUM11140.1,0
WP_090538641.1,AEV21261.1,0
WP_090538641.1,WP_078759821.1,0
WP_090538641.1,WP_139584963.1,0
WP_090538641.1,WP_143590710.1,0
WP_090538641.1,WP_013736455.1,0
WP_090538641.1,WP_155388305.1,0
WP_090538641.1,WP_141984372.1,0
WP_090538641.1,WP_125191182.1,0
WP_090538641.1,WP_085749752.1,0
WP_090538641.1,GDY50131.1,0
WP_090538641.1,WP_137976057.1,0
WP_090538641.1,WP_082403176.1,0
WP_090538641.1,WP_144126986.1,0
WP_090538641.1,WP_132413760.1,0
WP_090538641.1,WP_099848711.1,0
WP_090538641.1,PIG53436.1,0
WP_090538641.1,WP_132337032.1,0
WP_090538641.1,WP_132386942.1,0
WP_090538641.1,WP_082377728.1,0
WP_090538641.1,KOX03277.1,0
WP_090538641.1,CCH19814.1,0
WP_090538641.1,WP_039906502.1,0
WP_090538641.1,WP_088988822.1,0
WP_090538641.1,WP_073887759.1,0
WP_090538641.1,WP_130464304.1,0
WP_090538641.1,SHM40309.1,0
WP_090538641.1,WP_054022242.1,0
WP_090538641.1,OGB27210.1,0
WP_090538641.1,WP_116180173.1,0
WP_090538641.1,WP_084434874.1,0
WP_090538641.1,WP_110567505.1,0
WP_090538641.1,WP_101366623.1,0
WP_090538641.1,WP_117215036.1,0
WP_090538641.1,WP_124822775.1,0
WP_090538641.1,WP_091553551.1,0
WP_090538641.1,SDZ16714.1,0
WP_090538641.1,WP_091558835.1,0
WP_092528534.1,WP_086668955.1,0
WP_092528534.1,WP_110080872.1,0
WP_092528534.1,PWW60275.1,0
WP_092528534.1,WP_120326365.1,0
WP_092528534.1,WP_107465080.1,0
WP_092528534.1,SPF04022.1,0
WP_092528534.1,WP_104115406.1,0
WP_092528534.1,WP_104613137.1,0
WP_092528534.1,WP_084578793.1,0
WP_092528534.1,WP_111700265.1,0
WP_092528534.1,WP_051808300.1,0
WP_092528534.1,CBY05529.1,0
WP_092528534.1,OPG10926.1,0
WP_092528534.1,WP_143737449.1,0
WP_092528534.1,WP_015787089.1,0
WP_092528534.1,WP_124770494.1,0
WP_092528534.1,WP_141569747.1,0
WP_092528534.1,RZS34008.1,0
WP_092528534.1,ADV92527.1,0
WP_092528534.1,WP_132183354.1,0
WP_092528534.1,WP_084400763.1,0
WP_092528534.1,WP_123685830.1,0
WP_092528534.1,TQL66274.1,0
WP_092528534.1,WP_089021493.1,0
WP_092528534.1,WP_116813002.1,0
WP_092528534.1,WP_093954453.1,0
WP_092528534.1,WP_083302694.1,0
WP_092528534.1,KNX38636.1,0
WP_092528534.1,WP_050671122.1,0
WP_092528534.1,WP_112669767.1,0
WP_092528534.1,WP_103503499.1,0
WP_092528534.1,WP_091283529.1,0
WP_092528534.1,WP_078844206.1,0
WP_092528534.1,WP_075975245.1,0
WP_092528534.1,WP_086784246.1,0
WP_092528534.1,WP_109639600.1,0
WP_092528534.1,WP_086849962.1,0
WP_092528534.1,WP_093411427.1,0
WP_092528534.1,WP_081971423.1,0
WP_092528534.1,WP_130401777.1,0
WP_092528534.1,WP_065917710.1,0
WP_092528534.1,WP_075737041.1,0
WP_092528534.1,WP_047194864.1,0
WP_092528534.1,WP_045318561.1,0
WP_092528534.1,WP_131056699.1,0
WP_092528534.1,OKK16161.1,0
WP_092528534.1,ADV92525.1,0
WP_092528534.1,WP_083950838.1,0
WP_092528534.1,CUM11140.1,0
WP_092528534.1,AEV21261.1,0
WP_092528534.1,WP_078759821.1,0
WP_092528534.1,WP_139584963.1,0
WP_092528534.1,WP_143590710.1,0
WP_092528534.1,WP_013736455.1,0
WP_092528534.1,WP_155388305.1,0
WP_092528534.1,WP_141984372.1,0
WP_092528534.1,WP_125191182.1,0
WP_092528534.1,WP_085749752.1,0
WP_092528534.1,GDY50131.1,0
WP_092528534.1,WP_137976057.1,0
WP_092528534.1,WP_082403176.1,0
WP_092528534.1,WP_144126986.1,0
WP_092528534.1,WP_132413760.1,0
WP_092528534.1,WP_099848711.1,0
WP_092528534.1,PIG53436.1,0
WP_092528534.1,WP_132337032.1,0
WP_092528534.1,WP_132386942.1,0
WP_092528534.1,WP_082377728.1,0
WP_092528534.1,KOX03277.1,0
WP_092528534.1,CCH19814.1,0
WP_092528534.1,WP_039906502.1,0
WP_092528534.1,WP_088988822.1,0
WP_092528534.1,WP_073887759.1,0
WP_092528534.1,WP_130464304.1,0
WP_092528534.1,SHM40309.1,0
WP_092528534.1,WP_054022242.1,0
WP_092528534.1,OGB27210.1,0
WP_092528534.1,WP_116180173.1,0
WP_092528534.1,WP_084434874.1,0
WP_092528534.1,WP_110567505.1,0
WP_092528534.1,WP_101366623.1,0
WP_092528534.1,WP_117215036.1,0
WP_092528534.1,WP_124822775.1,0
WP_092528534.1,WP_091553551.1,0
WP_092528534.1,SDZ16714.1,0
WP_092528534.1,WP_091558835.1,0
WP_086668955.1,WP_110080872.1,0
WP_086668955.1,PWW60275.1,0
WP_086668955.1,WP_120326365.1,0
WP_086668955.1,WP_107465080.1,0
WP_086668955.1,SPF04022.1,0
WP_086668955.1,WP_104115406.1,0
WP_086668955.1,WP_104613137.1,0
WP_086668955.1,WP_084578793.1,0
WP_086668955.1,WP_111700265.1,0
WP_086668955.1,WP_051808300.1,0
WP_086668955.1,CBY05529.1,0
WP_086668955.1,OPG10926.1,0
WP_086668955.1,WP_143737449.1,0
WP_086668955.1,WP_015787089.1,0
WP_086668955.1,WP_124770494.1,0
WP_086668955.1,WP_141569747.1,0
WP_086668955.1,RZS34008.1,0
WP_086668955.1,ADV92527.1,0
WP_086668955.1,WP_132183354.1,0
WP_086668955.1,WP_084400763.1,0
WP_086668955.1,WP_123685830.1,0
WP_086668955.1,TQL66274.1,0
WP_086668955.1,WP_089021493.1,0
WP_086668955.1,WP_116813002.1,0
WP_086668955.1,WP_093954453.1,0
WP_086668955.1,WP_083302694.1,0
WP_086668955.1,KNX38636.1,0
WP_086668955.1,WP_050671122.1,0
WP_086668955.1,WP_112669767.1,0
WP_086668955.1,WP_103503499.1,0
WP_086668955.1,WP_091283529.1,0
WP_086668955.1,WP_078844206.1,0
WP_086668955.1,WP_075975245.1,0
WP_086668955.1,WP_086784246.1,0
WP_086668955.1,WP_109639600.1,0
WP_086668955.1,WP_086849962.1,0
WP_086668955.1,WP_093411427.1,0
WP_086668955.1,WP_081971423.1,0
WP_086668955.1,WP_130401777.1,0
WP_086668955.1,WP_065917710.1,0
WP_086668955.1,WP_075737041.1,0
WP_086668955.1,WP_047194864.1,0
WP_086668955.1,WP_045318561.1,0
WP_086668955.1,WP_131056699.1,0
WP_086668955.1,OKK16161.1,0
WP_086668955.1,ADV92525.1,0
WP_086668955.1,WP_083950838.1,0
WP_086668955.1,CUM11140.1,0
WP_086668955.1,AEV21261.1,0
WP_086668955.1,WP_078759821.1,0
WP_086668955.1,WP_139584963.1,0
WP_086668955.1,WP_143590710.1,0
WP_086668955.1,WP_013736455.1,0
WP_086668955.1,WP_155388305.1,0
WP_086668955.1,WP_141984372.1,0
WP_086668955.1,WP_125191182.1,0
WP_086668955.1,WP_085749752.1,0
WP_086668955.1,GDY50131.1,0
WP_086668955.1,WP_137976057.1,0
WP_086668955.1,WP_082403176.1,0
WP_086668955.1,WP_144126986.1,0
WP_086668955.1,WP_132413760.1,0
WP_086668955.1,WP_099848711.1,0
WP_086668955.1,PIG53436.1,0
WP_086668955.1,WP_132337032.1,0
WP_086668955.1,WP_132386942.1,0
WP_086668955.1,WP_082377728.1,0
WP_086668955.1,KOX03277.1,0
WP_086668955.1,CCH19814.1,0
WP_086668955.1,WP_039906502.1,0
WP_086668955.1,WP_088988822.1,0
WP_086668955.1,WP_073887759.1,0
WP_086668955.1,WP_130464304.1,0
WP_086668955.1,SHM40309.1,0
WP_086668955.1,WP_054022242.1,0
WP_086668955.1,OGB27210.1,0
WP_086668955.1,WP_116180173.1,0
WP_086668955.1,WP_084434874.1,0
WP_086668955.1,WP_110567505.1,0
WP_086668955.1,WP_101366623.1,0
WP_086668955.1,WP_117215036.1,0
WP_086668955.1,WP_124822775.1,0
WP_086668955.1,WP_091553551.1,0
WP_086668955.1,SDZ16714.1,0
WP_086668955.1,WP_091558835.1,0
WP_110080872.1,PWW60275.1,0
WP_110080872.1,WP_120326365.1,0
WP_110080872.1,WP_107465080.1,0
WP_110080872.1,SPF04022.1,0
WP_110080872.1,WP_104115406.1,0
WP_110080872.1,WP_104613137.1,0
WP_110080872.1,WP_084578793.1,0
WP_110080872.1,WP_111700265.1,0
WP_110080872.1,WP_051808300.1,0
WP_110080872.1,CBY05529.1,0
WP_110080872.1,OPG10926.1,0
WP_110080872.1,WP_143737449.1,0
WP_110080872.1,WP_015787089.1,0
WP_110080872.1,WP_124770494.1,0
WP_110080872.1,WP_141569747.1,0
WP_110080872.1,RZS34008.1,0
WP_110080872.1,ADV92527.1,0
WP_110080872.1,WP_132183354.1,0
WP_110080872.1,WP_084400763.1,0
WP_110080872.1,WP_123685830.1,0
WP_110080872.1,TQL66274.1,0
WP_110080872.1,WP_089021493.1,0
WP_110080872.1,WP_116813002.1,0
WP_110080872.1,WP_093954453.1,0
WP_110080872.1,WP_083302694.1,0
WP_110080872.1,KNX38636.1,0
WP_110080872.1,WP_050671122.1,0
WP_110080872.1,WP_112669767.1,0
WP_110080872.1,WP_103503499.1,0
WP_110080872.1,WP_091283529.1,0
WP_110080872.1,WP_078844206.1,0
WP_110080872.1,WP_075975245.1,0
WP_110080872.1,WP_086784246.1,0
WP_110080872.1,WP_109639600.1,0
WP_110080872.1,WP_086849962.1,0
WP_110080872.1,WP_093411427.1,0
WP_110080872.1,WP_081971423.1,0
WP_110080872.1,WP_130401777.1,0
WP_110080872.1,WP_065917710.1,0
WP_110080872.1,WP_075737041.1,0
WP_110080872.1,WP_047194864.1,0
WP_110080872.1,WP_045318561.1,0
WP_110080872.1,WP_131056699.1,0
WP_110080872.1,OKK16161.1,0
WP_110080872.1,ADV92525.1,0
WP_110080872.1,WP_083950838.1,0
WP_110080872.1,CUM11140.1,0
WP_110080872.1,AEV21261.1,0
WP_110080872.1,WP_078759821.1,0
WP_110080872.1,WP_139584963.1,0
WP_110080872.1,WP_143590710.1,0
WP_110080872.1,WP_013736455.1,0
WP_110080872.1,WP_155388305.1,0
WP_110080872.1,WP_141984372.1,0
WP_110080872.1,WP_125191182.1,0
WP_110080872.1,WP_085749752.1,0
WP_110080872.1,GDY50131.1,0
WP_110080872.1,WP_137976057.1,0
WP_110080872.1,WP_082403176.1,0
WP_110080872.1,WP_144126986.1,0
WP_110080872.1,WP_132413760.1,0
WP_110080872.1,WP_099848711.1,0
WP_110080872.1,PIG53436.1,0
WP_110080872.1,WP_132337032.1,0
WP_110080872.1,WP_132386942.1,0
WP_110080872.1,WP_082377728.1,0
WP_110080872.1,KOX03277.1,0
WP_110080872.1,CCH19814.1,0
WP_110080872.1,WP_039906502.1,0
WP_110080872.1,WP_088988822.1,0
WP_110080872.1,WP_073887759.1,0
WP_110080872.1,WP_130464304.1,0
WP_110080872.1,SHM40309.1,0
WP_110080872.1,WP_054022242.1,0
WP_110080872.1,OGB27210.1,0
WP_110080872.1,WP_116180173.1,0
WP_110080872.1,WP_084434874.1,0
WP_110080872.1,WP_110567505.1,0
WP_110080872.1,WP_101366623.1,0
WP_110080872.1,WP_117215036.1,0
WP_110080872.1,WP_124822775.1,0
WP_110080872.1,WP_091553551.1,0
WP_110080872.1,SDZ16714.1,0
WP_110080872.1,WP_091558835.1,0
PWW60275.1,WP_120326365.1,0
PWW60275.1,WP_107465080.1,0
PWW60275.1,SPF04022.1,0
PWW60275.1,WP_104115406.1,0
PWW60275.1,WP_104613137.1,0
PWW60275.1,WP_084578793.1,0
PWW60275.1,WP_111700265.1,0
PWW60275.1,WP_051808300.1,0
PWW60275.1,CBY05529.1,0
PWW60275.1,OPG10926.1,0
PWW60275.1,WP_143737449.1,0
PWW60275.1,WP_015787089.1,0
PWW60275.1,WP_124770494.1,0
PWW60275.1,WP_141569747.1,0
PWW60275.1,RZS34008.1,0
PWW60275.1,ADV92527.1,0
PWW60275.1,WP_132183354.1,0
PWW60275.1,WP_084400763.1,0
PWW60275.1,WP_123685830.1,0
PWW60275.1,TQL66274.1,0
PWW60275.1,WP_089021493.1,0
PWW60275.1,WP_116813002.1,0
PWW60275.1,WP_093954453.1,0
PWW60275.1,WP_083302694.1,0
PWW60275.1,KNX38636.1,0
PWW60275.1,WP_050671122.1,0
PWW60275.1,WP_112669767.1,0
PWW60275.1,WP_103503499.1,0
PWW60275.1,WP_091283529.1,0
PWW60275.1,WP_078844206.1,0
PWW60275.1,WP_075975245.1,0
PWW60275.1,WP_086784246.1,0
PWW60275.1,WP_109639600.1,0
PWW60275.1,WP_086849962.1,0
PWW60275.1,WP_093411427.1,0
PWW60275.1,WP_081971423.1,0
PWW60275.1,WP_130401777.1,0
PWW60275.1,WP_065917710.1,0
PWW60275.1,WP_075737041.1,0
PWW60275.1,WP_047194864.1,0
PWW60275.1,WP_045318561.1,0
PWW60275.1,WP_131056699.1,0
PWW60275.1,OKK16161.1,0
PWW60275.1,ADV92525.1,0
PWW60275.1,WP_083950838.1,0
PWW60275.1,CUM11140.1,0
PWW60275.1,AEV21261.1,0
PWW60275.1,WP_078759821.1,0
PWW60275.1,WP_139584963.1,0
PWW60275.1,WP_143590710.1,0
PWW60275.1,WP_013736455.1,0
PWW60275.1,WP_155388305.1,0
PWW60275.1,WP_141984372.1,0
PWW60275.1,WP_125191182.1,0
PWW60275.1,WP_085749752.1,0
PWW60275.1,GDY50131.1,0
PWW60275.1,WP_137976057.1,0
PWW60275.1,WP_082403176.1,0
PWW60275.1,WP_144126986.1,0
PWW60275.1,WP_132413760.1,0
PWW60275.1,WP_099848711.1,0
PWW60275.1,PIG53436.1,0
PWW60275.1,WP_132337032.1,0
PWW60275.1,WP_132386942.1,0
PWW60275.1,WP_082377728.1,0
PWW60275.1,KOX03277.1,0
PWW60275.1,CCH19814.1,0
PWW60275.1,WP_039906502.1,0
PWW60275.1,WP_088988822.1,0
PWW60275.1,WP_073887759.1,0
PWW60275.1,WP_130464304.1,0
PWW60275.1,SHM40309.1,0
PWW60275.1,WP_054022242.1,0
PWW60275.1,OGB27210.1,0
PWW60275.1,WP_116180173.1,0
PWW60275.1,WP_084434874.1,0
PWW60275.1,WP_110567505.1,0
PWW60275.1,WP_101366623.1,0
PWW60275.1,WP_117215036.1,0
PWW60275.1,WP_124822775.1,0
PWW60275.1,WP_091553551.1,0
PWW60275.1,SDZ16714.1,0
PWW60275.1,WP_091558835.1,0
WP_120326365.1,WP_107465080.1,0
WP_120326365.1,SPF04022.1,0
WP_120326365.1,WP_104115406.1,0
WP_120326365.1,WP_104613137.1,0
WP_120326365.1,WP_084578793.1,0
WP_120326365.1,WP_111700265.1,0
WP_120326365.1,WP_051808300.1,0
WP_120326365.1,CBY05529.1,0
WP_120326365.1,OPG10926.1,0
WP_120326365.1,WP_143737449.1,0
WP_120326365.1,WP_015787089.1,0
WP_120326365.1,WP_124770494.1,0
WP_120326365.1,WP_141569747.1,0
WP_120326365.1,RZS34008.1,0
WP_120326365.1,ADV92527.1,0
WP_120326365.1,WP_132183354.1,0
WP_120326365.1,WP_084400763.1,0
WP_120326365.1,WP_123685830.1,0
WP_120326365.1,TQL66274.1,0
WP_120326365.1,WP_089021493.1,0
WP_120326365.1,WP_116813002.1,0
WP_120326365.1,WP_093954453.1,0
WP_120326365.1,WP_083302694.1,0
WP_120326365.1,KNX38636.1,0
WP_120326365.1,WP_050671122.1,0
WP_120326365.1,WP_112669767.1,0
WP_120326365.1,WP_103503499.1,0
WP_120326365.1,WP_091283529.1,0
WP_120326365.1,WP_078844206.1,0
WP_120326365.1,WP_075975245.1,0
WP_120326365.1,WP_086784246.1,0
WP_120326365.1,WP_109639600.1,0
WP_120326365.1,WP_086849962.1,0
WP_120326365.1,WP_093411427.1,0
WP_120326365.1,WP_081971423.1,0
WP_120326365.1,WP_130401777.1,0
WP_120326365.1,WP_065917710.1,0
WP_120326365.1,WP_075737041.1,0
WP_120326365.1,WP_047194864.1,0
WP_120326365.1,WP_045318561.1,0
WP_120326365.1,WP_131056699.1,0
WP_120326365.1,OKK16161.1,0
WP_120326365.1,ADV92525.1,0
WP_120326365.1,WP_083950838.1,0
WP_120326365.1,CUM11140.1,0
WP_120326365.1,AEV21261.1,0
WP_120326365.1,WP_078759821.1,0
WP_120326365.1,WP_139584963.1,0
WP_120326365.1,WP_143590710.1,0
WP_120326365.1,WP_013736455.1,0
WP_120326365.1,WP_155388305.1,0
WP_120326365.1,WP_141984372.1,0
WP_120326365.1,WP_125191182.1,0
WP_120326365.1,WP_085749752.1,0
WP_120326365.1,GDY50131.1,0
WP_120326365.1,WP_137976057.1,0
WP_120326365.1,WP_082403176.1,0
WP_120326365.1,WP_144126986.1,0
WP_120326365.1,WP_132413760.1,0
WP_120326365.1,WP_099848711.1,0
WP_120326365.1,PIG53436.1,0
WP_120326365.1,WP_132337032.1,0
WP_120326365.1,WP_132386942.1,0
WP_120326365.1,WP_082377728.1,0
WP_120326365.1,KOX03277.1,0
WP_120326365.1,CCH19814.1,0
WP_120326365.1,WP_039906502.1,0
WP_120326365.1,WP_088988822.1,0
WP_120326365.1,WP_073887759.1,0
WP_120326365.1,WP_130464304.1,0
WP_120326365.1,SHM40309.1,0
WP_120326365.1,WP_054022242.1,0
WP_120326365.1,OGB27210.1,0
WP_120326365.1,WP_116180173.1,0
WP_120326365.1,WP_084434874.1,0
WP_120326365.1,WP_110567505.1,0
WP_120326365.1,WP_101366623.1,0
WP_120326365.1,WP_117215036.1,0
WP_120326365.1,WP_124822775.1,0
WP_120326365.1,WP_091553551.1,0
WP_120326365.1,SDZ16714.1,0
WP_120326365.1,WP_091558835.1,0
WP_107465080.1,SPF04022.1,0
WP_107465080.1,WP_104115406.1,0
WP_107465080.1,WP_104613137.1,0
WP_107465080.1,WP_084578793.1,0
WP_107465080.1,WP_111700265.1,0
WP_107465080.1,WP_051808300.1,0
WP_107465080.1,CBY05529.1,0
WP_107465080.1,OPG10926.1,0
WP_107465080.1,WP_143737449.1,0
WP_107465080.1,WP_015787089.1,0
WP_107465080.1,WP_124770494.1,0
WP_107465080.1,WP_141569747.1,0
WP_107465080.1,RZS34008.1,0
WP_107465080.1,ADV92527.1,0
WP_107465080.1,WP_132183354.1,0
WP_107465080.1,WP_084400763.1,0
WP_107465080.1,WP_123685830.1,0
WP_107465080.1,TQL66274.1,0
WP_107465080.1,WP_089021493.1,0
WP_107465080.1,WP_116813002.1,0
WP_107465080.1,WP_093954453.1,0
WP_107465080.1,WP_083302694.1,0
WP_107465080.1,KNX38636.1,0
WP_107465080.1,WP_050671122.1,0
WP_107465080.1,WP_112669767.1,0
WP_107465080.1,WP_103503499.1,0
WP_107465080.1,WP_091283529.1,0
WP_107465080.1,WP_078844206.1,0
WP_107465080.1,WP_075975245.1,0
WP_107465080.1,WP_086784246.1,0
WP_107465080.1,WP_109639600.1,0
WP_107465080.1,WP_086849962.1,0
WP_107465080.1,WP_093411427.1,0
WP_107465080.1,WP_081971423.1,0
WP_107465080.1,WP_130401777.1,0
WP_107465080.1,WP_065917710.1,0
WP_107465080.1,WP_075737041.1,0
WP_107465080.1,WP_047194864.1,0
WP_107465080.1,WP_045318561.1,0
WP_107465080.1,WP_131056699.1,0
WP_107465080.1,OKK16161.1,0
WP_107465080.1,ADV92525.1,0
WP_107465080.1,WP_083950838.1,0
WP_107465080.1,CUM11140.1,0
WP_107465080.1,AEV21261.1,0
WP_107465080.1,WP_078759821.1,0
WP_107465080.1,WP_139584963.1,0
WP_107465080.1,WP_143590710.1,0
WP_107465080.1,WP_013736455.1,0
WP_107465080.1,WP_155388305.1,0
WP_107465080.1,WP_141984372.1,0
WP_107465080.1,WP_125191182.1,0
WP_107465080.1,WP_085749752.1,0
WP_107465080.1,GDY50131.1,0
WP_107465080.1,WP_137976057.1,0
WP_107465080.1,WP_082403176.1,0
WP_107465080.1,WP_144126986.1,0
WP_107465080.1,WP_132413760.1,0
WP_107465080.1,WP_099848711.1,0
WP_107465080.1,PIG53436.1,0
WP_107465080.1,WP_132337032.1,0
WP_107465080.1,WP_132386942.1,0
WP_107465080.1,WP_082377728.1,0
WP_107465080.1,KOX03277.1,0
WP_107465080.1,CCH19814.1,0
WP_107465080.1,WP_039906502.1,0
WP_107465080.1,WP_088988822.1,0
WP_107465080.1,WP_073887759.1,0
WP_107465080.1,WP_130464304.1,0
WP_107465080.1,SHM40309.1,0
WP_107465080.1,WP_054022242.1,0
WP_107465080.1,OGB27210.1,0
WP_107465080.1,WP_116180173.1,0
WP_107465080.1,WP_084434874.1,0
WP_107465080.1,WP_110567505.1,0
WP_107465080.1,WP_101366623.1,0
WP_107465080.1,WP_117215036.1,0
WP_107465080.1,WP_124822775.1,0
WP_107465080.1,WP_091553551.1,0
WP_107465080.1,SDZ16714.1,0
WP_107465080.1,WP_091558835.1,0
SPF04022.1,WP_104115406.1,0
SPF04022.1,WP_104613137.1,0
SPF04022.1,WP_084578793.1,0
SPF04022.1,WP_111700265.1,0
SPF04022.1,WP_051808300.1,0
SPF04022.1,CBY05529.1,0
SPF04022.1,OPG10926.1,0
SPF04022.1,WP_143737449.1,0
SPF04022.1,WP_015787089.1,0
SPF04022.1,WP_124770494.1,0
SPF04022.1,WP_141569747.1,0
SPF04022.1,RZS34008.1,0
SPF04022.1,ADV92527.1,0
SPF04022.1,WP_132183354.1,0
SPF04022.1,WP_084400763.1,0
SPF04022.1,WP_123685830.1,0
SPF04022.1,TQL66274.1,0
SPF04022.1,WP_089021493.1,0
SPF04022.1,WP_116813002.1,0
SPF04022.1,WP_093954453.1,0
SPF04022.1,WP_083302694.1,0
SPF04022.1,KNX38636.1,0
SPF04022.1,WP_050671122.1,0
SPF04022.1,WP_112669767.1,0
SPF04022.1,WP_103503499.1,0
